Cement,Blast_Furnance_Slag,Fly_Ash,Water,Super_Plasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Concrete_Strength
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,19.93
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,32.72
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,41.05
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.2
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28,32.84
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28,10.54
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28,38.63
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28,19.01
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,31.54
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.42
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,33.69
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.45
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28,18.03
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.28
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,25.72
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,23.7
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.23
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.23
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9
156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.74
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.8
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.25
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.75
149.5,236.0,0.0,175.8,12.6,846.8,892.7,28,32.96
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.35
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28,44.52
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,54.28
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47
